family,instance,ppd_orig,n_vars,n_clauses,full_sat,full_wall,full_decisions,full_props,full_conflicts,full_ppd,budget,pre_wall,pre_decisions,pre_props,pre_conflicts,pre_ppd,solved_within_prefix,log_n,rel_err
uf150-645,uf150-02.cnf,24.886,150,645,True,0.0018418339896015823,677,17588,511,25.979320531757754,100,0.00018175001605413854,133,3007,100,22.60902255639098,False,5.0106352940962555,0.12973002782142976
uf150-645,uf150-02.cnf,24.886,150,645,True,0.0018418339896015823,677,17588,511,25.979320531757754,300,0.0007468750118277967,401,9693,301,24.17206982543641,False,5.0106352940962555,0.0695649720365903
uf150-645,uf150-02.cnf,24.886,150,645,True,0.0018418339896015823,677,17588,511,25.979320531757754,1000,0.0014631249941885471,677,17588,511,25.979320531757754,True,5.0106352940962555,0.0
uf150-645,uf150-020.cnf,23.8826,150,645,True,0.0030182499904185534,1366,35947,1115,26.315519765739385,10,3.504101186990738e-05,32,295,12,9.21875,False,5.0106352940962555,0.6496839096447548
uf150-645,uf150-020.cnf,23.8826,150,645,True,0.0030182499904185534,1366,35947,1115,26.315519765739385,30,0.00015416700625792146,54,762,33,14.11111111111111,False,5.0106352940962555,0.4637722820324985
uf150-645,uf150-020.cnf,23.8826,150,645,True,0.0030182499904185534,1366,35947,1115,26.315519765739385,100,0.0002500000118743628,126,2694,102,21.38095238095238,False,5.0106352940962555,0.18751548244969118
uf150-645,uf150-020.cnf,23.8826,150,645,True,0.0030182499904185534,1366,35947,1115,26.315519765739385,300,0.0007105839904397726,366,9053,300,24.73497267759563,False,5.0106352940962555,0.06006140491290988
uf150-645,uf150-020.cnf,23.8826,150,645,True,0.0030182499904185534,1366,35947,1115,26.315519765739385,1000,0.002566000010119751,1222,31906,1002,26.109656301145662,False,5.0106352940962555,0.007822891830612428
uf150-645,uf150-021.cnf,22.549,150,645,True,0.0013343750033527613,641,15085,490,23.533541341653667,10,2.8874987037852407e-05,24,220,10,9.166666666666666,False,5.0106352940962555,0.6104850292785328
uf150-645,uf150-021.cnf,22.549,150,645,True,0.0013343750033527613,641,15085,490,23.533541341653667,30,5.987501936033368e-05,45,772,31,17.155555555555555,False,5.0106352940962555,0.27101683055279346
uf150-645,uf150-021.cnf,22.549,150,645,True,0.0013343750033527613,641,15085,490,23.533541341653667,100,0.00020362500799819827,123,2832,101,23.024390243902438,False,5.0106352940962555,0.021635124538186112
uf150-645,uf150-021.cnf,22.549,150,645,True,0.0013343750033527613,641,15085,490,23.533541341653667,300,0.000651500013191253,381,9034,300,23.711286089238847,False,5.0106352940962555,0.007552826198349383
uf150-645,uf150-021.cnf,22.549,150,645,True,0.0013343750033527613,641,15085,490,23.533541341653667,1000,0.0011170840007252991,641,15085,490,23.533541341653667,True,5.0106352940962555,0.0
uf150-645,uf150-022.cnf,27.6651,150,645,True,0.002187375008361414,1061,25901,838,24.411875589066916,10,3.875000402331352e-05,32,362,12,11.3125,False,5.0106352940962555,0.5365984904057758
uf150-645,uf150-022.cnf,27.6651,150,645,True,0.002187375008361414,1061,25901,838,24.411875589066916,30,6.220900104381144e-05,54,1028,30,19.037037037037038,False,5.0106352940962555,0.22017310928935954
uf150-645,uf150-022.cnf,27.6651,150,645,True,0.002187375008361414,1061,25901,838,24.411875589066916,100,0.0001812080154195428,131,3189,100,24.34351145038168,False,5.0106352940962555,0.002800445972936795
uf150-645,uf150-022.cnf,27.6651,150,645,True,0.002187375008361414,1061,25901,838,24.411875589066916,300,0.0008012079924810678,383,9183,300,23.97650130548303,False,5.0106352940962555,0.0178345281990079
uf150-645,uf150-022.cnf,27.6651,150,645,True,0.002187375008361414,1061,25901,838,24.411875589066916,1000,0.0020362919894978404,1061,25901,838,24.411875589066916,True,5.0106352940962555,0.0
uf150-645,uf150-023.cnf,24.1668,150,645,True,0.006283000024268404,2754,70992,2265,25.77777777777778,10,4.0624989196658134e-05,25,284,10,11.36,False,5.0106352940962555,0.5593103448275862
uf150-645,uf150-023.cnf,24.1668,150,645,True,0.006283000024268404,2754,70992,2265,25.77777777777778,30,6.662501255050302e-05,54,774,30,14.333333333333334,False,5.0106352940962555,0.4439655172413793
uf150-645,uf150-023.cnf,24.1668,150,645,True,0.006283000024268404,2754,70992,2265,25.77777777777778,100,0.0002055829972960055,132,2984,101,22.606060606060606,False,5.0106352940962555,0.12304075235109722
uf150-645,uf150-023.cnf,24.1668,150,645,True,0.006283000024268404,2754,70992,2265,25.77777777777778,300,0.0006054590048734099,392,8507,301,21.7015306122449,False,5.0106352940962555,0.1581302779732583
uf150-645,uf150-023.cnf,24.1668,150,645,True,0.006283000024268404,2754,70992,2265,25.77777777777778,1000,0.002449124993290752,1205,30362,1001,25.19668049792531,False,5.0106352940962555,0.0225425668908285
uf150-645,uf150-024.cnf,20.6133,150,645,True,0.0006921669992152601,357,8730,280,24.45378151260504,10,4.199999966658652e-05,31,380,10,12.258064516129032,False,5.0106352940962555,0.4987251967631083
uf150-645,uf150-024.cnf,20.6133,150,645,True,0.0006921669992152601,357,8730,280,24.45378151260504,30,6.53750030323863e-05,50,979,30,19.58,False,5.0106352940962555,0.19930584192439865
uf150-645,uf150-024.cnf,20.6133,150,645,True,0.0006921669992152601,357,8730,280,24.45378151260504,100,0.0001863329962361604,134,3023,101,22.559701492537314,False,5.0106352940962555,0.07745550597527814
uf150-645,uf150-024.cnf,20.6133,150,645,True,0.0006921669992152601,357,8730,280,24.45378151260504,300,0.000514708983246237,357,8730,280,24.45378151260504,True,5.0106352940962555,0.0
uf150-645,uf150-024.cnf,20.6133,150,645,True,0.0006921669992152601,357,8730,280,24.45378151260504,1000,0.0005194999976083636,357,8730,280,24.45378151260504,True,5.0106352940962555,0.0
uf150-645,uf150-025.cnf,24.6749,150,645,True,0.0033638750028330833,1574,39082,1263,24.829733163913595,10,3.8875004975125194e-05,40,328,11,8.2,False,5.0106352940962555,0.6697507804104191
uf150-645,uf150-025.cnf,24.6749,150,645,True,0.0033638750028330833,1574,39082,1263,24.829733163913595,30,6.225000834092498e-05,54,903,31,16.72222222222222,False,5.0106352940962555,0.3265242879643371
uf150-645,uf150-025.cnf,24.6749,150,645,True,0.0033638750028330833,1574,39082,1263,24.829733163913595,100,0.00019220900139771402,124,3036,100,24.483870967741936,False,5.0106352940962555,0.013929356142832788
uf150-645,uf150-025.cnf,24.6749,150,645,True,0.0033638750028330833,1574,39082,1263,24.829733163913595,300,0.0006639579951297492,383,9104,300,23.77023498694517,False,5.0106352940962555,0.0426705422073666
uf150-645,uf150-025.cnf,24.6749,150,645,True,0.0033638750028330833,1574,39082,1263,24.829733163913595,1000,0.0023734589922241867,1240,30835,1002,24.866935483870968,False,5.0106352940962555,0.0014982972113224873
uf150-645,uf150-026.cnf,24.1832,150,645,True,0.0004881249915342778,258,6133,196,23.771317829457363,10,3.674998879432678e-05,28,325,10,11.607142857142858,False,5.0106352940962555,0.5117164752742773
uf150-645,uf150-026.cnf,24.1832,150,645,True,0.0004881249915342778,258,6133,196,23.771317829457363,30,6.0999998822808266e-05,52,817,30,15.711538461538462,False,5.0106352940962555,0.3390547981286608
uf150-645,uf150-026.cnf,24.1832,150,645,True,0.0004881249915342778,258,6133,196,23.771317829457363,100,0.00016349999350495636,133,2791,100,20.984962406015036,False,5.0106352940962555,0.11721501699789995
uf150-645,uf150-026.cnf,24.1832,150,645,True,0.0004881249915342778,258,6133,196,23.771317829457363,300,0.00032862499938346446,258,6133,196,23.771317829457363,True,5.0106352940962555,0.0
uf150-645,uf150-026.cnf,24.1832,150,645,True,0.0004881249915342778,258,6133,196,23.771317829457363,1000,0.0003059169976040721,258,6133,196,23.771317829457363,True,5.0106352940962555,0.0
uf150-645,uf150-027.cnf,25.0954,150,645,True,0.0018294999899808317,831,21281,674,25.60890493381468,10,3.820800338871777e-05,29,317,11,10.931034482758621,False,5.0106352940962555,0.5731549431336679
uf150-645,uf150-027.cnf,25.0954,150,645,True,0.0018294999899808317,831,21281,674,25.60890493381468,30,6.637498154304922e-05,54,804,32,14.88888888888889,False,5.0106352940962555,0.41860501542847295
uf150-645,uf150-027.cnf,25.0954,150,645,True,0.0018294999899808317,831,21281,674,25.60890493381468,100,0.00018745800480246544,129,2645,101,20.503875968992247,False,5.0106352940962555,0.19934585168777044
uf150-645,uf150-027.cnf,25.0954,150,645,True,0.0018294999899808317,831,21281,674,25.60890493381468,300,0.0006947499932721257,380,8977,300,23.623684210526317,False,5.0106352940962555,0.07752071900064052
uf150-645,uf150-027.cnf,25.0954,150,645,True,0.0018294999899808317,831,21281,674,25.60890493381468,1000,0.0017350830021314323,831,21281,674,25.60890493381468,True,5.0106352940962555,0.0
uf150-645,uf150-028.cnf,24.7624,150,645,True,0.011560708982869983,4083,107318,3375,26.284104824883663,10,4.924999666400254e-05,34,392,12,11.529411764705882,False,5.0106352940962555,0.5613542161119839
uf150-645,uf150-028.cnf,24.7624,150,645,True,0.011560708982869983,4083,107318,3375,26.284104824883663,30,6.812499486841261e-05,51,923,31,18.098039215686274,False,5.0106352940962555,0.31144547869279093
uf150-645,uf150-028.cnf,24.7624,150,645,True,0.011560708982869983,4083,107318,3375,26.284104824883663,100,0.00019687501480802894,130,2989,101,22.99230769230769,False,5.0106352940962555,0.12523908097716782
uf150-645,uf150-028.cnf,24.7624,150,645,True,0.011560708982869983,4083,107318,3375,26.284104824883663,300,0.0008558749977964908,376,9317,302,24.779255319148938,False,5.0106352940962555,0.05725321504234969
uf150-645,uf150-028.cnf,24.7624,150,645,True,0.011560708982869983,4083,107318,3375,26.284104824883663,1000,0.002601832995424047,1228,31717,1003,25.828175895765472,False,5.0106352940962555,0.01734618440140118
uf150-645,uf150-029.cnf,25.0141,150,645,True,0.006275917025050148,2513,65951,2047,26.24393155590927,10,4.75830165669322e-05,27,440,11,16.296296296296298,False,5.0106352940962555,0.37904516091351764
uf150-645,uf150-029.cnf,25.0141,150,645,True,0.006275917025050148,2513,65951,2047,26.24393155590927,30,6.370802293531597e-05,48,974,30,20.291666666666668,False,5.0106352940962555,0.2268053807624852
uf150-645,uf150-029.cnf,25.0141,150,645,True,0.006275917025050148,2513,65951,2047,26.24393155590927,100,0.00020170898642390966,132,3252,102,24.636363636363637,False,5.0106352940962555,0.06125484347194399
uf150-645,uf150-029.cnf,25.0141,150,645,True,0.006275917025050148,2513,65951,2047,26.24393155590927,300,0.0006932500109542161,376,9942,300,26.44148936170213,False,5.0106352940962555,0.00752775190607348
uf150-645,uf150-029.cnf,25.0141,150,645,True,0.006275917025050148,2513,65951,2047,26.24393155590927,1000,0.0026492910110391676,1248,32556,1000,26.08653846153846,False,5.0106352940962555,0.005997313856557855
uf150-645,uf150-03.cnf,26.8825,150,645,True,0.01609491600538604,6616,181280,5522,27.40024183796856,10,4.654098302125931e-05,22,346,10,15.727272727272727,False,5.0106352940962555,0.42601701035063794
uf150-645,uf150-03.cnf,26.8825,150,645,True,0.01609491600538604,6616,181280,5522,27.40024183796856,30,0.00010483301593922079,53,1067,32,20.132075471698112,False,5.0106352940962555,0.2652592049825976
uf150-645,uf150-03.cnf,26.8825,150,645,True,0.01609491600538604,6616,181280,5522,27.40024183796856,100,0.00027975000557489693,141,3188,101,22.609929078014183,False,5.0106352940962555,0.17482738978297754
uf150-645,uf150-03.cnf,26.8825,150,645,True,0.01609491600538604,6616,181280,5522,27.40024183796856,300,0.001029082981403917,388,9804,301,25.2680412371134,False,5.0106352940962555,0.07781685334983308
uf150-645,uf150-03.cnf,26.8825,150,645,True,0.01609491600538604,6616,181280,5522,27.40024183796856,1000,0.0027807910228148103,1243,31995,1001,25.74014481094127,False,5.0106352940962555,0.060586947985506165
uf150-645,uf150-030.cnf,19.314,150,645,True,0.0034020839957520366,1046,26030,854,24.88527724665392,10,4.383400664664805e-05,30,388,11,12.933333333333334,False,5.0106352940962555,0.4802817262133436
uf150-645,uf150-030.cnf,19.314,150,645,True,0.0034020839957520366,1046,26030,854,24.88527724665392,30,5.6832999689504504e-05,50,838,30,16.76,False,5.0106352940962555,0.326509412216673
uf150-645,uf150-030.cnf,19.314,150,645,True,0.0034020839957520366,1046,26030,854,24.88527724665392,100,0.00019333302043378353,127,3148,100,24.787401574803148,False,5.0106352940962555,0.003933075403607685
uf150-645,uf150-030.cnf,19.314,150,645,True,0.0034020839957520366,1046,26030,854,24.88527724665392,300,0.000713084009476006,369,8898,301,24.11382113821138,False,5.0106352940962555,0.031000502859427424
uf150-645,uf150-030.cnf,19.314,150,645,True,0.0034020839957520366,1046,26030,854,24.88527724665392,1000,0.002444541023578495,1046,26030,854,24.88527724665392,True,5.0106352940962555,0.0
uf150-645,uf150-031.cnf,24.969,150,645,True,0.001918041001772508,787,17771,572,22.58068614993647,10,3.9083999581635e-05,31,311,10,10.03225806451613,False,5.0106352940962555,0.5557150921853472
uf150-645,uf150-031.cnf,24.969,150,645,True,0.001918041001772508,787,17771,572,22.58068614993647,30,0.0001281249860767275,58,1031,33,17.775862068965516,False,5.0106352940962555,0.21278468019380672
uf150-645,uf150-031.cnf,24.969,150,645,True,0.001918041001772508,787,17771,572,22.58068614993647,100,0.0003283749974798411,136,3338,100,24.544117647058822,False,5.0106352940962555,0.08695180846521257
uf150-645,uf150-031.cnf,24.969,150,645,True,0.001918041001772508,787,17771,572,22.58068614993647,300,0.0012601250200532377,420,9389,300,22.354761904761904,False,5.0106352940962555,0.01000519841046548
uf150-645,uf150-031.cnf,24.969,150,645,True,0.001918041001772508,787,17771,572,22.58068614993647,1000,0.002515750005841255,787,17771,572,22.58068614993647,True,5.0106352940962555,0.0
uf150-645,uf150-032.cnf,19.9087,150,645,True,0.0034366670006420463,1186,29135,968,24.56576728499157,10,4.6375003876164556e-05,26,316,12,12.153846153846153,False,5.0106352940962555,0.5052527359374794
uf150-645,uf150-032.cnf,19.9087,150,645,True,0.0034366670006420463,1186,29135,968,24.56576728499157,30,6.945797940716147e-05,46,931,30,20.23913043478261,False,5.0106352940962555,0.17612463718372495
uf150-645,uf150-032.cnf,19.9087,150,645,True,0.0034366670006420463,1186,29135,968,24.56576728499157,100,0.00019762502051889896,130,3013,101,23.176923076923078,False,5.0106352940962555,0.05653575530356034
uf150-645,uf150-032.cnf,19.9087,150,645,True,0.0034366670006420463,1186,29135,968,24.56576728499157,300,0.0010261249844916165,372,9089,300,24.432795698924732,False,5.0106352940962555,0.005412881451013179
uf150-645,uf150-032.cnf,19.9087,150,645,True,0.0034366670006420463,1186,29135,968,24.56576728499157,1000,0.0027245420205872506,1186,29135,968,24.56576728499157,True,5.0106352940962555,0.0
uf150-645,uf150-033.cnf,22.1331,150,645,True,0.0031075829756446183,1462,36058,1153,24.663474692202463,10,6.629200652241707e-05,23,316,10,13.73913043478261,False,5.0106352940962555,0.4429361391188592
uf150-645,uf150-033.cnf,22.1331,150,645,True,0.0031075829756446183,1462,36058,1153,24.663474692202463,30,0.00014537500101141632,44,1014,30,23.045454545454547,False,5.0106352940962555,0.06560390078610721
uf150-645,uf150-033.cnf,22.1331,150,645,True,0.0031075829756446183,1462,36058,1153,24.663474692202463,100,0.0005879999953322113,144,2976,101,20.666666666666668,False,5.0106352940962555,0.16205372825263
uf150-645,uf150-033.cnf,22.1331,150,645,True,0.0031075829756446183,1462,36058,1153,24.663474692202463,300,0.0008102919964585453,403,9348,300,23.196029776674937,False,5.0106352940962555,0.05949870948198023
uf150-645,uf150-033.cnf,22.1331,150,645,True,0.0031075829756446183,1462,36058,1153,24.663474692202463,1000,0.0026963749842252582,1276,31118,1001,24.387147335423197,False,5.0106352940962555,0.011203910244918928
uf150-645,uf150-034.cnf,23.9824,150,645,True,0.0026415419997647405,1189,31446,991,26.44743481917578,10,3.2625015592202544e-05,27,254,10,9.407407407407407,False,5.0106352940962555,0.6442979263687779
uf150-645,uf150-034.cnf,23.9824,150,645,True,0.0026415419997647405,1189,31446,991,26.44743481917578,30,5.658299778588116e-05,48,724,31,15.083333333333334,False,5.0106352940962555,0.4296863406050584
uf150-645,uf150-034.cnf,23.9824,150,645,True,0.0026415419997647405,1189,31446,991,26.44743481917578,100,0.0001972499885596335,126,2871,103,22.785714285714285,False,5.0106352940962555,0.13845276710187995
uf150-645,uf150-034.cnf,23.9824,150,645,True,0.0026415419997647405,1189,31446,991,26.44743481917578,300,0.0006917499995324761,376,9045,301,24.055851063829788,False,5.0106352940962555,0.09042781546480898
uf150-645,uf150-034.cnf,23.9824,150,645,True,0.0026415419997647405,1189,31446,991,26.44743481917578,1000,0.002582582994364202,1189,31446,991,26.44743481917578,True,5.0106352940962555,0.0
uf150-645,uf150-035.cnf,24.4369,150,645,True,0.002043624990619719,952,23461,757,24.64390756302521,10,4.0207989513874054e-05,29,318,11,10.96551724137931,False,5.0106352940962555,0.5550414554455009
uf150-645,uf150-035.cnf,24.4369,150,645,True,0.002043624990619719,952,23461,757,24.64390756302521,30,6.570800906047225e-05,57,849,31,14.894736842105264,False,5.0106352940962555,0.39560165919252327
uf150-645,uf150-035.cnf,24.4369,150,645,True,0.002043624990619719,952,23461,757,24.64390756302521,100,0.0002168749924749136,147,3141,101,21.367346938775512,False,5.0106352940962555,0.13295621304657568
uf150-645,uf150-035.cnf,24.4369,150,645,True,0.002043624990619719,952,23461,757,24.64390756302521,300,0.0008203340112231672,386,9276,300,24.031088082901555,False,5.0106352940962555,0.02486697690114314
uf150-645,uf150-035.cnf,24.4369,150,645,True,0.002043624990619719,952,23461,757,24.64390756302521,1000,0.0019878750026691705,952,23461,757,24.64390756302521,True,5.0106352940962555,0.0
uf150-645,uf150-036.cnf,21.7253,150,645,True,0.00534704199526459,2492,61072,1954,24.507223113964688,10,4.691700451076031e-05,34,418,13,12.294117647058824,False,5.0106352940962555,0.4983471774877098
uf150-645,uf150-036.cnf,21.7253,150,645,True,0.00534704199526459,2492,61072,1954,24.507223113964688,30,7.166599971242249e-05,57,1094,32,19.19298245614035,False,5.0106352940962555,0.21684385183550975
uf150-645,uf150-036.cnf,21.7253,150,645,True,0.00534704199526459,2492,61072,1954,24.507223113964688,100,0.00020974999642930925,137,3203,100,23.37956204379562,False,5.0106352940962555,0.046013416735350386
uf150-645,uf150-036.cnf,21.7253,150,645,True,0.00534704199526459,2492,61072,1954,24.507223113964688,300,0.0008365410030819476,413,9625,300,23.305084745762713,False,5.0106352940962555,0.04905241049186734
uf150-645,uf150-036.cnf,21.7253,150,645,True,0.00534704199526459,2492,61072,1954,24.507223113964688,1000,0.0026986250013578683,1270,31236,1000,24.595275590551182,False,5.0106352940962555,0.003592919368180888
uf150-645,uf150-037.cnf,25.3729,150,645,True,0.0014508329913951457,751,18182,571,24.210386151797604,10,3.53749783243984e-05,25,320,11,12.8,False,5.0106352940962555,0.4713012869871301
uf150-645,uf150-037.cnf,25.3729,150,645,True,0.0014508329913951457,751,18182,571,24.210386151797604,30,6.404201849363744e-05,43,1002,30,23.302325581395348,False,5.0106352940962555,0.03750706678979728
uf150-645,uf150-037.cnf,25.3729,150,645,True,0.0014508329913951457,751,18182,571,24.210386151797604,100,0.000180957984412089,119,2907,100,24.428571428571427,False,5.0106352940962555,0.009012052736615412
uf150-645,uf150-037.cnf,25.3729,150,645,True,0.0014508329913951457,751,18182,571,24.210386151797604,300,0.00065441700280644,382,9085,301,23.782722513089006,False,5.0106352940962555,0.017664469952159114
uf150-645,uf150-037.cnf,25.3729,150,645,True,0.0014508329913951457,751,18182,571,24.210386151797604,1000,0.001655291998758912,751,18182,571,24.210386151797604,True,5.0106352940962555,0.0
uf150-645,uf150-038.cnf,24.7309,150,645,True,0.004098709003301337,1793,44738,1432,24.951477969882877,10,3.1208008294925094e-05,28,257,12,9.178571428571429,False,5.0106352940962555,0.6321431764623234
uf150-645,uf150-038.cnf,24.7309,150,645,True,0.004098709003301337,1793,44738,1432,24.951477969882877,30,5.608299397863448e-05,44,777,30,17.65909090909091,False,5.0106352940962555,0.29226272967052613
uf150-645,uf150-038.cnf,24.7309,150,645,True,0.004098709003301337,1793,44738,1432,24.951477969882877,100,0.0003907499776687473,140,2864,101,20.457142857142856,False,5.0106352940962555,0.18012300185843932
uf150-645,uf150-038.cnf,24.7309,150,645,True,0.004098709003301337,1793,44738,1432,24.951477969882877,300,0.0008230000094044954,400,8861,301,22.1525,False,5.0106352940962555,0.11217684071706376
uf150-645,uf150-038.cnf,24.7309,150,645,True,0.004098709003301337,1793,44738,1432,24.951477969882877,1000,0.002746999991359189,1242,30527,1000,24.57890499194847,False,5.0106352940962555,0.014931900161750458
uf150-645,uf150-039.cnf,22.7428,150,645,True,0.00346550001995638,1471,36768,1174,24.99524133242692,10,5.2749994210898876e-05,34,420,12,12.352941176470589,False,5.0106352940962555,0.5057882813699892
uf150-645,uf150-039.cnf,22.7428,150,645,True,0.00346550001995638,1471,36768,1174,24.99524133242692,30,7.562499376945198e-05,54,972,31,18.0,False,5.0106352940962555,0.2798629242819844
uf150-645,uf150-039.cnf,22.7428,150,645,True,0.00346550001995638,1471,36768,1174,24.99524133242692,100,0.00045545899774879217,139,3159,101,22.72661870503597,False,5.0106352940962555,0.09076218137761335
uf150-645,uf150-039.cnf,22.7428,150,645,True,0.00346550001995638,1471,36768,1174,24.99524133242692,300,0.0007717499975115061,388,9595,300,24.72938144329897,False,5.0106352940962555,0.010636420172628863
uf150-645,uf150-039.cnf,22.7428,150,645,True,0.00346550001995638,1471,36768,1174,24.99524133242692,1000,0.0025649580056779087,1218,30682,1000,25.19047619047619,False,5.0106352940962555,0.0078108810974345496
uf150-645,uf150-04.cnf,25.4294,150,645,True,0.0035210000060033053,1599,40875,1291,25.56285178236398,10,4.470799467526376e-05,28,456,13,16.285714285714285,False,5.0106352940962555,0.3629148099606816
uf150-645,uf150-04.cnf,25.4294,150,645,True,0.0035210000060033053,1599,40875,1291,25.56285178236398,30,5.658302688971162e-05,46,871,30,18.934782608695652,False,5.0106352940962555,0.2592852014359793
uf150-645,uf150-04.cnf,25.4294,150,645,True,0.0035210000060033053,1599,40875,1291,25.56285178236398,100,0.0001919170026667416,129,3002,104,23.271317829457363,False,5.0106352940962555,0.08964312637792483
uf150-645,uf150-04.cnf,25.4294,150,645,True,0.0035210000060033053,1599,40875,1291,25.56285178236398,300,0.0006618750048801303,380,9180,300,24.157894736842106,False,5.0106352940962555,0.054960888459681306
uf150-645,uf150-04.cnf,25.4294,150,645,True,0.0035210000060033053,1599,40875,1291,25.56285178236398,1000,0.0025284169823862612,1219,31538,1002,25.87202625102543,False,5.0106352940962555,0.012094678296994833
uf150-645,uf150-040.cnf,24.9302,150,645,True,0.002601417014375329,1161,31506,960,27.136950904392766,10,4.204202559776604e-05,29,322,11,11.10344827586207,False,5.0106352940962555,0.5908365565836393
uf150-645,uf150-040.cnf,24.9302,150,645,True,0.002601417014375329,1161,31506,960,27.136950904392766,30,7.966699195094407e-05,51,753,30,14.764705882352942,False,5.0106352940962555,0.4559187605722159
uf150-645,uf150-040.cnf,24.9302,150,645,True,0.002601417014375329,1161,31506,960,27.136950904392766,100,0.0002189170045312494,135,2865,102,21.22222222222222,False,5.0106352940962555,0.21795848409826704
uf150-645,uf150-040.cnf,24.9302,150,645,True,0.002601417014375329,1161,31506,960,27.136950904392766,300,0.0006814169755671173,367,9476,300,25.82016348773842,False,5.0106352940962555,0.0485237793034881
uf150-645,uf150-040.cnf,24.9302,150,645,True,0.002601417014375329,1161,31506,960,27.136950904392766,1000,0.002441874996293336,1161,31506,960,27.136950904392766,True,5.0106352940962555,0.0
uf150-645,uf150-041.cnf,23.5701,150,645,True,0.006996291020186618,3097,79646,2462,25.717145624798192,10,4.441698547452688e-05,36,395,11,10.972222222222221,False,5.0106352940962555,0.57334992062097
uf150-645,uf150-041.cnf,23.5701,150,645,True,0.006996291020186618,3097,79646,2462,25.717145624798192,30,7.041700882837176e-05,55,1068,30,19.418181818181818,False,5.0106352940962555,0.24493246251024423
uf150-645,uf150-041.cnf,23.5701,150,645,True,0.006996291020186618,3097,79646,2462,25.717145624798192,100,0.00020108302123844624,134,3183,101,23.753731343283583,False,5.0106352940962555,0.07634650867401684
uf150-645,uf150-041.cnf,23.5701,150,645,True,0.006996291020186618,3097,79646,2462,25.717145624798192,300,0.0007415410073008388,393,9966,302,25.358778625954198,False,5.0106352940962555,0.013934944572481362
uf150-645,uf150-041.cnf,23.5701,150,645,True,0.006996291020186618,3097,79646,2462,25.717145624798192,1000,0.002741834003245458,1285,32155,1001,25.023346303501945,False,5.0106352940962555,0.02697808424848048
uf150-645,uf150-042.cnf,24.5838,150,645,True,0.009043124999152496,4056,107203,3350,26.430719921104536,10,4.66250057797879e-05,33,453,12,13.727272727272727,False,5.0106352940962555,0.480631902261894
uf150-645,uf150-042.cnf,24.5838,150,645,True,0.009043124999152496,4056,107203,3350,26.430719921104536,30,6.299998494796455e-05,51,1035,31,20.294117647058822,False,5.0106352940962555,0.232176887060338
uf150-645,uf150-042.cnf,24.5838,150,645,True,0.009043124999152496,4056,107203,3350,26.430719921104536,100,0.00022074999287724495,124,3423,102,27.60483870967742,False,5.0106352940962555,0.04442250502739303
uf150-645,uf150-042.cnf,24.5838,150,645,True,0.009043124999152496,4056,107203,3350,26.430719921104536,300,0.0007082090014591813,387,9871,301,25.506459948320412,False,5.0106352940962555,0.03496915617671529
uf150-645,uf150-042.cnf,24.5838,150,645,True,0.009043124999152496,4056,107203,3350,26.430719921104536,1000,0.0027330410084687173,1229,32277,1001,26.262815296989423,False,5.0106352940962555,0.006352631506682649
uf150-645,uf150-043.cnf,25.2226,150,645,True,0.009219083993230015,4046,109286,3379,27.010874938210577,10,4.449998959898949e-05,23,346,10,15.043478260869565,False,5.0106352940962555,0.4430584608872293
uf150-645,uf150-043.cnf,25.2226,150,645,True,0.009219083993230015,4046,109286,3379,27.010874938210577,30,6.762502016499639e-05,43,985,31,22.906976744186046,False,5.0106352940962555,0.15193503370077827
uf150-645,uf150-043.cnf,25.2226,150,645,True,0.009219083993230015,4046,109286,3379,27.010874938210577,100,0.00020979199325665832,128,3001,100,23.4453125,False,5.0106352940962555,0.13200469982431415
uf150-645,uf150-043.cnf,25.2226,150,645,True,0.009219083993230015,4046,109286,3379,27.010874938210577,300,0.0006873750244267285,390,9305,300,23.858974358974358,False,5.0106352940962555,0.11669005859478565
uf150-645,uf150-043.cnf,25.2226,150,645,True,0.009219083993230015,4046,109286,3379,27.010874938210577,1000,0.0025429170054849237,1221,31819,1000,26.05978705978706,False,5.0106352940962555,0.03521129473218486
uf150-645,uf150-044.cnf,24.5244,150,645,True,0.00493733401526697,2164,55728,1764,25.752310536044362,10,3.949998063035309e-05,26,316,11,12.153846153846153,False,5.0106352940962555,0.5280483226219661
uf150-645,uf150-044.cnf,24.5244,150,645,True,0.00493733401526697,2164,55728,1764,25.752310536044362,30,5.679097375832498e-05,51,781,31,15.313725490196079,False,5.0106352940962555,0.4053455720502384
uf150-645,uf150-044.cnf,24.5244,150,645,True,0.00493733401526697,2164,55728,1764,25.752310536044362,100,0.00019012499251402915,126,2883,100,22.88095238095238,False,5.0106352940962555,0.1114990498065434
uf150-645,uf150-044.cnf,24.5244,150,645,True,0.00493733401526697,2164,55728,1764,25.752310536044362,300,0.0006507090001832694,382,9308,302,24.36649214659686,False,5.0106352940962555,0.053813361232493515
uf150-645,uf150-044.cnf,24.5244,150,645,True,0.00493733401526697,2164,55728,1764,25.752310536044362,1000,0.002548166987253353,1222,31441,1000,25.7291325695581,False,5.0106352940962555,0.0009000344436597629
uf150-645,uf150-045.cnf,26.6604,150,645,True,0.0002930409973487258,196,4028,128,20.551020408163264,10,3.0499999411404133e-05,34,326,10,9.588235294117647,False,5.0106352940962555,0.5334423739704421
