size,rtt_us
16,892.4170106183738
16,881.4580214675516
16,880.5420075077564
16,883.6670021992177
16,895.2920034062117
16,881.2499872874469
16,884.5830161590129
16,903.9170108735561
16,904.124986846
16,897.5000237114727
16,854.8750192858279
16,860.1250010542572
16,876.2079814914614
16,879.3330052867532
16,847.6669900119305
16,897.5829987321049
16,873.3330178074539
16,885.4590123519301
16,892.5829897634685
16,917.3339931294322
16,882.791995536536
16,860.0830042269081
16,840.9169968217611
16,884.4159892760217
16,851.7499954905361
16,870.9579997230321
16,910.1250034291297
16,906.8750077858567
16,888.5419811122119
16,891.2080083973706
16,827.2080158349127
16,905.8750001713634
16,877.9580239206553
16,911.5420107264072
16,891.7920058593154
16,936.2089913338423
16,903.3329843077809
16,909.2920226976275
16,902.333005797118
16,917.2919963020831
16,909.4169945456088
16,863.4580008219928
16,902.750005479902
16,917.7089959848672
16,912.2500196099281
16,895.9590049926192
16,897.4999946076423
16,876.3750083744526
16,919.1250137519091
16,903.2920061144978
16,900.874991202727
16,915.0000114459544
16,895.8329854067415
16,883.0410079099238
16,896.916986675933
16,897.291989531368
16,889.7079969756305
16,894.8330068960786
16,950.3749897703528
16,893.4169891290367
16,893.3329954743385
16,883.2909807097167
16,888.3329865057021
16,904.2499877978116
16,889.6250219549984
16,894.5000008679926
16,904.87499255687
16,888.8750162441283
16,870.0829930603504
16,899.125006981194
16,889.7079969756305
16,892.0829859562218
16,898.5830063465983
16,897.0419876277447
16,899.9999845400453
16,895.2089992817491
16,904.0420118253678
16,901.0420180857182
16,906.5829799510539
16,884.625012986362
16,905.62499826774
16,893.1669872254133
16,897.4589873105288
16,875.1660061534494
16,921.4160090778023
16,887.3749757185578
16,914.5409858319908
16,875.0419947318733
16,857.9580171499401
16,907.8749862965196
16,896.916986675933
16,899.7080149129033
16,895.7089739851654
16,892.5000147428364
16,861.9579894002527
16,894.3330030888319
16,911.6669825743884
16,849.0409818477929
16,876.8329862505198
16,903.4579852595925
16,896.5000160969794
16,900.2919832710177
16,872.8330140002072
16,845.7079820800573
16,892.7080198191106
16,900.541985174641
16,877.4169837124646
