instance,family,status,result,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time
uuf50-0156.cnf,uuf50-218,ok,UNSAT,50,218,42,514,34,1,12.2381,0.001067
uuf50-0157.cnf,uuf50-218,ok,UNSAT,50,218,66,731,57,1,11.0758,0.001119
uuf50-0158.cnf,uuf50-218,ok,UNSAT,50,218,46,530,41,1,11.5217,0.001133
uuf50-0159.cnf,uuf50-218,ok,UNSAT,50,218,76,869,67,1,11.4342,0.001162
uuf50-016.cnf,uuf50-218,ok,UNSAT,50,218,20,328,19,1,16.4000,0.001052
uuf50-0160.cnf,uuf50-218,ok,UNSAT,50,218,80,942,69,1,11.7750,0.00113
uuf50-0161.cnf,uuf50-218,ok,UNSAT,50,218,65,809,59,1,12.4462,0.00115
uuf50-0162.cnf,uuf50-218,ok,UNSAT,50,218,42,639,40,1,15.2143,0.001079
uuf50-0163.cnf,uuf50-218,ok,UNSAT,50,218,104,1370,97,1,13.1731,0.001164
uuf50-0164.cnf,uuf50-218,ok,UNSAT,50,218,53,746,49,1,14.0755,0.001076
uuf50-0165.cnf,uuf50-218,ok,UNSAT,50,218,64,788,58,1,12.3125,0.001139
uuf50-0166.cnf,uuf50-218,ok,UNSAT,50,218,56,779,54,1,13.9107,0.001114
uuf50-0167.cnf,uuf50-218,ok,UNSAT,50,218,67,897,61,1,13.3881,0.00118
uuf50-0168.cnf,uuf50-218,ok,UNSAT,50,218,53,685,46,1,12.9245,0.001075
uuf50-0169.cnf,uuf50-218,ok,UNSAT,50,218,69,752,65,1,10.8986,0.001111
uuf50-017.cnf,uuf50-218,ok,UNSAT,50,218,54,508,44,1,9.4074,0.00108
uuf50-0170.cnf,uuf50-218,ok,UNSAT,50,218,61,646,49,1,10.5902,0.00113
uuf50-0171.cnf,uuf50-218,ok,UNSAT,50,218,76,948,72,1,12.4737,0.0012
uuf50-0172.cnf,uuf50-218,ok,UNSAT,50,218,50,581,44,1,11.6200,0.001109
uuf50-0173.cnf,uuf50-218,ok,UNSAT,50,218,69,806,58,1,11.6812,0.001116
uuf50-0174.cnf,uuf50-218,ok,UNSAT,50,218,58,670,55,1,11.5517,0.001094
uuf50-0175.cnf,uuf50-218,ok,UNSAT,50,218,60,801,55,1,13.3500,0.001153
uuf50-0176.cnf,uuf50-218,ok,UNSAT,50,218,113,1150,96,1,10.1770,0.001174
uuf50-0177.cnf,uuf50-218,ok,UNSAT,50,218,55,722,51,1,13.1273,0.001084
uuf50-0178.cnf,uuf50-218,ok,UNSAT,50,218,79,982,73,1,12.4304,0.001141
uuf50-0179.cnf,uuf50-218,ok,UNSAT,50,218,64,691,56,1,10.7969,0.001095
uuf50-018.cnf,uuf50-218,ok,UNSAT,50,218,50,601,48,1,12.0200,0.00109
uuf50-0180.cnf,uuf50-218,ok,UNSAT,50,218,77,978,65,1,12.7013,0.001136
uuf50-0181.cnf,uuf50-218,ok,UNSAT,50,218,55,685,50,1,12.4545,0.001056
uuf50-0182.cnf,uuf50-218,ok,UNSAT,50,218,92,1087,74,1,11.8152,0.001112
uuf50-0183.cnf,uuf50-218,ok,UNSAT,50,218,76,881,61,1,11.5921,0.001096
uuf50-0184.cnf,uuf50-218,ok,UNSAT,50,218,103,1389,97,1,13.4854,0.001175
uuf50-0185.cnf,uuf50-218,ok,UNSAT,50,218,60,719,54,1,11.9833,0.001082
uuf50-0186.cnf,uuf50-218,ok,UNSAT,50,218,42,529,40,1,12.5952,0.001045
uuf50-0187.cnf,uuf50-218,ok,UNSAT,50,218,89,1071,74,1,12.0337,0.001106
uuf50-0188.cnf,uuf50-218,ok,UNSAT,50,218,68,780,60,1,11.4706,0.001071
uuf50-0189.cnf,uuf50-218,ok,UNSAT,50,218,96,1156,84,1,12.0417,0.001108
uuf50-019.cnf,uuf50-218,ok,UNSAT,50,218,50,618,46,1,12.3600,0.001073
uuf50-0190.cnf,uuf50-218,ok,UNSAT,50,218,76,821,63,1,10.8026,0.001082
uuf50-0191.cnf,uuf50-218,ok,UNSAT,50,218,67,701,57,1,10.4627,0.001077
uuf50-0192.cnf,uuf50-218,ok,UNSAT,50,218,49,638,46,1,13.0204,0.001066
uuf50-0193.cnf,uuf50-218,ok,UNSAT,50,218,35,396,29,1,11.3143,0.00105
uuf50-0194.cnf,uuf50-218,ok,UNSAT,50,218,70,886,64,1,12.6571,0.001128
uuf50-0195.cnf,uuf50-218,ok,UNSAT,50,218,86,1126,79,1,13.0930,0.001123
uuf50-0196.cnf,uuf50-218,ok,UNSAT,50,218,91,1008,73,1,11.0769,0.001155
uuf50-0197.cnf,uuf50-218,ok,UNSAT,50,218,37,489,34,1,13.2162,0.001138
uuf50-0198.cnf,uuf50-218,ok,UNSAT,50,218,51,608,48,1,11.9216,0.001131
uuf50-0199.cnf,uuf50-218,ok,UNSAT,50,218,97,1093,84,1,11.2680,0.001212
uuf50-02.cnf,uuf50-218,ok,UNSAT,50,218,60,705,54,1,11.7500,0.001161
uuf50-020.cnf,uuf50-218,ok,UNSAT,50,218,54,700,47,1,12.9630,0.00111
uuf50-0200.cnf,uuf50-218,ok,UNSAT,50,218,39,511,34,1,13.1026,0.001076
uuf50-0201.cnf,uuf50-218,ok,UNSAT,50,218,61,684,53,1,11.2131,0.001079
uuf50-0202.cnf,uuf50-218,ok,UNSAT,50,218,74,932,67,1,12.5946,0.001122
uuf50-0203.cnf,uuf50-218,ok,UNSAT,50,218,50,618,44,1,12.3600,0.001103
uuf50-0204.cnf,uuf50-218,ok,UNSAT,50,218,45,518,37,1,11.5111,0.001079
uuf50-0205.cnf,uuf50-218,ok,UNSAT,50,218,79,953,68,1,12.0633,0.001116
uuf50-0206.cnf,uuf50-218,ok,UNSAT,50,218,72,712,56,1,9.8889,0.001094
uuf50-0207.cnf,uuf50-218,ok,UNSAT,50,218,75,985,66,1,13.1333,0.001101
uuf50-0208.cnf,uuf50-218,ok,UNSAT,50,218,84,917,70,1,10.9167,0.001124
uuf50-0209.cnf,uuf50-218,ok,UNSAT,50,218,80,952,73,1,11.9000,0.001133
uuf50-021.cnf,uuf50-218,ok,UNSAT,50,218,79,1109,77,1,14.0380,0.001135
uuf50-0210.cnf,uuf50-218,ok,UNSAT,50,218,47,756,44,1,16.0851,0.001076
uuf50-0211.cnf,uuf50-218,ok,UNSAT,50,218,69,750,58,1,10.8696,0.001096
uuf50-0212.cnf,uuf50-218,ok,UNSAT,50,218,44,551,39,1,12.5227,0.001061
uuf50-0213.cnf,uuf50-218,ok,UNSAT,50,218,70,787,58,1,11.2429,0.001084
uuf50-0214.cnf,uuf50-218,ok,UNSAT,50,218,80,1042,72,1,13.0250,0.001143
uuf50-0215.cnf,uuf50-218,ok,UNSAT,50,218,66,847,61,1,12.8333,0.001142
uuf50-0216.cnf,uuf50-218,ok,UNSAT,50,218,50,538,47,1,10.7600,0.001073
uuf50-0217.cnf,uuf50-218,ok,UNSAT,50,218,96,1283,85,1,13.3646,0.001161
uuf50-0218.cnf,uuf50-218,ok,UNSAT,50,218,65,808,58,1,12.4308,0.0011
uuf50-0219.cnf,uuf50-218,ok,UNSAT,50,218,102,1272,89,1,12.4706,0.00114
uuf50-022.cnf,uuf50-218,ok,UNSAT,50,218,65,830,63,1,12.7692,0.001088
uuf50-0220.cnf,uuf50-218,ok,UNSAT,50,218,62,719,55,1,11.5968,0.00109
uuf50-0221.cnf,uuf50-218,ok,UNSAT,50,218,48,508,41,1,10.5833,0.001062
uuf50-0222.cnf,uuf50-218,ok,UNSAT,50,218,54,540,41,1,10.0000,0.001065
uuf50-0223.cnf,uuf50-218,ok,UNSAT,50,218,96,1374,83,1,14.3125,0.001122
uuf50-0224.cnf,uuf50-218,ok,UNSAT,50,218,69,869,62,1,12.5942,0.001094
uuf50-0225.cnf,uuf50-218,ok,UNSAT,50,218,115,1313,93,1,11.4174,0.001203
uuf50-0226.cnf,uuf50-218,ok,UNSAT,50,218,88,1149,79,1,13.0568,0.001104
uuf50-0227.cnf,uuf50-218,ok,UNSAT,50,218,47,588,40,1,12.5106,0.00109
uuf50-0228.cnf,uuf50-218,ok,UNSAT,50,218,63,777,54,1,12.3333,0.001123
uuf50-0229.cnf,uuf50-218,ok,UNSAT,50,218,55,784,53,1,14.2545,0.0011
uuf50-023.cnf,uuf50-218,ok,UNSAT,50,218,57,731,50,1,12.8246,0.001126
uuf50-0230.cnf,uuf50-218,ok,UNSAT,50,218,127,1654,109,2,13.0236,0.001232
uuf50-0231.cnf,uuf50-218,ok,UNSAT,50,218,42,634,39,1,15.0952,0.001039
uuf50-0232.cnf,uuf50-218,ok,UNSAT,50,218,48,587,41,1,12.2292,0.001166
uuf50-0233.cnf,uuf50-218,ok,UNSAT,50,218,68,758,61,1,11.1471,0.001141
uuf50-0234.cnf,uuf50-218,ok,UNSAT,50,218,71,839,66,1,11.8169,0.001083
uuf50-0235.cnf,uuf50-218,ok,UNSAT,50,218,88,879,74,1,9.9886,0.001132
uuf50-0236.cnf,uuf50-218,ok,UNSAT,50,218,84,1016,73,1,12.0952,0.001157
uuf50-0237.cnf,uuf50-218,ok,UNSAT,50,218,81,922,60,1,11.3827,0.001197
uuf50-0238.cnf,uuf50-218,ok,UNSAT,50,218,43,509,37,1,11.8372,0.001142
uuf50-0239.cnf,uuf50-218,ok,UNSAT,50,218,80,903,69,1,11.2875,0.001111
uuf50-024.cnf,uuf50-218,ok,UNSAT,50,218,61,635,48,1,10.4098,0.001067
uuf50-0240.cnf,uuf50-218,ok,UNSAT,50,218,71,974,64,1,13.7183,0.001181
uuf50-0241.cnf,uuf50-218,ok,UNSAT,50,218,42,550,39,1,13.0952,0.001014
uuf50-0242.cnf,uuf50-218,ok,UNSAT,50,218,99,1111,86,1,11.2222,0.001178
uuf50-0243.cnf,uuf50-218,ok,UNSAT,50,218,44,563,41,1,12.7955,0.001087
uuf50-0244.cnf,uuf50-218,ok,UNSAT,50,218,80,926,70,1,11.5750,0.001101
uuf50-0245.cnf,uuf50-218,ok,UNSAT,50,218,80,932,72,1,11.6500,0.001126
uuf50-0246.cnf,uuf50-218,ok,UNSAT,50,218,60,738,49,1,12.3000,0.00111
uuf50-0247.cnf,uuf50-218,ok,UNSAT,50,218,84,1082,76,1,12.8810,0.001112
uuf50-0248.cnf,uuf50-218,ok,UNSAT,50,218,33,448,31,1,13.5758,0.00106
uuf50-0249.cnf,uuf50-218,ok,UNSAT,50,218,72,891,68,1,12.3750,0.001095
uuf50-025.cnf,uuf50-218,ok,UNSAT,50,218,89,1004,79,1,11.2809,0.001119
uuf50-0250.cnf,uuf50-218,ok,UNSAT,50,218,36,389,32,1,10.8056,0.001046
uuf50-0251.cnf,uuf50-218,ok,UNSAT,50,218,77,1051,77,1,13.6494,0.001103
uuf50-0252.cnf,uuf50-218,ok,UNSAT,50,218,70,890,61,1,12.7143,0.001117
uuf50-0253.cnf,uuf50-218,ok,UNSAT,50,218,41,509,38,1,12.4146,0.001058
uuf50-0254.cnf,uuf50-218,ok,UNSAT,50,218,75,928,65,1,12.3733,0.001118
uuf50-0255.cnf,uuf50-218,ok,UNSAT,50,218,80,954,69,1,11.9250,0.001121
uuf50-0256.cnf,uuf50-218,ok,UNSAT,50,218,107,1404,95,1,13.1215,0.001166
uuf50-0257.cnf,uuf50-218,ok,UNSAT,50,218,62,744,51,1,12.0000,0.001123
uuf50-0258.cnf,uuf50-218,ok,UNSAT,50,218,61,736,56,1,12.0656,0.001177
uuf50-0259.cnf,uuf50-218,ok,UNSAT,50,218,53,570,49,1,10.7547,0.001109
uuf50-026.cnf,uuf50-218,ok,UNSAT,50,218,35,417,32,1,11.9143,0.001035
uuf50-0260.cnf,uuf50-218,ok,UNSAT,50,218,62,733,57,1,11.8226,0.001086
uuf50-0261.cnf,uuf50-218,ok,UNSAT,50,218,75,810,65,1,10.8000,0.001111
uuf50-0262.cnf,uuf50-218,ok,UNSAT,50,218,75,765,59,1,10.2000,0.001093
uuf50-0263.cnf,uuf50-218,ok,UNSAT,50,218,77,944,72,1,12.2597,0.001136
uuf50-0264.cnf,uuf50-218,ok,UNSAT,50,218,35,481,35,1,13.7429,0.001074
uuf50-0265.cnf,uuf50-218,ok,UNSAT,50,218,85,994,79,1,11.6941,0.001108
uuf50-0266.cnf,uuf50-218,ok,UNSAT,50,218,41,620,39,1,15.1220,0.00108
uuf50-0267.cnf,uuf50-218,ok,UNSAT,50,218,155,1986,135,2,12.8129,0.00117
uuf50-0268.cnf,uuf50-218,ok,UNSAT,50,218,62,690,53,1,11.1290,0.001086
uuf50-0269.cnf,uuf50-218,ok,UNSAT,50,218,60,700,51,1,11.6667,0.001087
uuf50-027.cnf,uuf50-218,ok,UNSAT,50,218,74,946,63,1,12.7838,0.001108
uuf50-0270.cnf,uuf50-218,ok,UNSAT,50,218,84,993,76,1,11.8214,0.001117
uuf50-0271.cnf,uuf50-218,ok,UNSAT,50,218,66,848,54,1,12.8485,0.001151
uuf50-0272.cnf,uuf50-218,ok,UNSAT,50,218,81,959,75,1,11.8395,0.001119
uuf50-0273.cnf,uuf50-218,ok,UNSAT,50,218,70,855,62,1,12.2143,0.001098
uuf50-0274.cnf,uuf50-218,ok,UNSAT,50,218,40,518,38,1,12.9500,0.001052
uuf50-0275.cnf,uuf50-218,ok,UNSAT,50,218,128,1626,114,2,12.7031,0.001169
uuf50-0276.cnf,uuf50-218,ok,UNSAT,50,218,67,846,58,1,12.6269,0.001107
uuf50-0277.cnf,uuf50-218,ok,UNSAT,50,218,56,663,46,1,11.8393,0.00107
uuf50-0278.cnf,uuf50-218,ok,UNSAT,50,218,46,588,41,1,12.7826,0.001057
uuf50-0279.cnf,uuf50-218,ok,UNSAT,50,218,76,870,67,1,11.4474,0.001104
uuf50-028.cnf,uuf50-218,ok,UNSAT,50,218,68,940,63,1,13.8235,0.001137
uuf50-0280.cnf,uuf50-218,ok,UNSAT,50,218,59,706,53,1,11.9661,0.001073
uuf50-0281.cnf,uuf50-218,ok,UNSAT,50,218,94,1160,90,1,12.3404,0.001118
uuf50-0282.cnf,uuf50-218,ok,UNSAT,50,218,70,698,53,1,9.9714,0.001073
uuf50-0283.cnf,uuf50-218,ok,UNSAT,50,218,60,756,55,1,12.6000,0.001103
uuf50-0284.cnf,uuf50-218,ok,UNSAT,50,218,66,826,61,1,12.5152,0.001115
uuf50-0285.cnf,uuf50-218,ok,UNSAT,50,218,71,850,62,1,11.9718,0.001087
uuf50-0286.cnf,uuf50-218,ok,UNSAT,50,218,41,531,38,1,12.9512,0.001066
uuf50-0287.cnf,uuf50-218,ok,UNSAT,50,218,97,926,83,1,9.5464,0.001119
uuf50-0288.cnf,uuf50-218,ok,UNSAT,50,218,69,780,62,1,11.3043,0.001081
uuf50-0289.cnf,uuf50-218,ok,UNSAT,50,218,63,814,55,1,12.9206,0.001096
uuf50-029.cnf,uuf50-218,ok,UNSAT,50,218,68,706,59,1,10.3824,0.001124
uuf50-0290.cnf,uuf50-218,ok,UNSAT,50,218,41,520,40,1,12.6829,0.00107
uuf50-0291.cnf,uuf50-218,ok,UNSAT,50,218,65,803,55,1,12.3538,0.001112
uuf50-0292.cnf,uuf50-218,ok,UNSAT,50,218,75,908,68,1,12.1067,0.001134
uuf50-0293.cnf,uuf50-218,ok,UNSAT,50,218,55,650,54,1,11.8182,0.001083
uuf50-0294.cnf,uuf50-218,ok,UNSAT,50,218,27,333,27,1,12.3333,0.001149
uuf50-0295.cnf,uuf50-218,ok,UNSAT,50,218,95,1160,87,1,12.2105,0.001206
uuf50-0296.cnf,uuf50-218,ok,UNSAT,50,218,52,680,45,1,13.0769,0.001111
uuf50-0297.cnf,uuf50-218,ok,UNSAT,50,218,84,1103,73,1,13.1310,0.001128
uuf50-0298.cnf,uuf50-218,ok,UNSAT,50,218,40,421,34,1,10.5250,0.001051
uuf50-0299.cnf,uuf50-218,ok,UNSAT,50,218,73,1026,67,1,14.0548,0.001189
uuf50-03.cnf,uuf50-218,ok,UNSAT,50,218,42,594,35,1,14.1429,0.001123
uuf50-030.cnf,uuf50-218,ok,UNSAT,50,218,44,510,39,1,11.5909,0.00108
uuf50-0300.cnf,uuf50-218,ok,UNSAT,50,218,81,1108,75,1,13.6790,0.001134
uuf50-0301.cnf,uuf50-218,ok,UNSAT,50,218,93,1015,73,1,10.9140,0.001126
uuf50-0302.cnf,uuf50-218,ok,UNSAT,50,218,81,1007,73,1,12.4321,0.001117
uuf50-0303.cnf,uuf50-218,ok,UNSAT,50,218,40,456,36,1,11.4000,0.00107
uuf50-0304.cnf,uuf50-218,ok,UNSAT,50,218,88,1136,86,1,12.9091,0.001124
uuf50-0305.cnf,uuf50-218,ok,UNSAT,50,218,80,856,70,1,10.7000,0.001109
uuf50-0306.cnf,uuf50-218,ok,UNSAT,50,218,71,844,60,1,11.8873,0.001098
uuf50-0307.cnf,uuf50-218,ok,UNSAT,50,218,40,440,36,1,11.0000,0.001058
uuf50-0308.cnf,uuf50-218,ok,UNSAT,50,218,70,858,65,1,12.2571,0.001127
uuf50-0309.cnf,uuf50-218,ok,UNSAT,50,218,100,1144,83,1,11.4400,0.001082
uuf50-031.cnf,uuf50-218,ok,UNSAT,50,218,85,954,78,1,11.2235,0.001117
uuf50-0310.cnf,uuf50-218,ok,UNSAT,50,218,58,858,54,1,14.7931,0.001094
uuf50-0311.cnf,uuf50-218,ok,UNSAT,50,218,67,948,62,1,14.1493,0.001103
uuf50-0312.cnf,uuf50-218,ok,UNSAT,50,218,75,787,64,1,10.4933,0.001088
uuf50-0313.cnf,uuf50-218,ok,UNSAT,50,218,81,932,67,1,11.5062,0.001104
uuf50-0314.cnf,uuf50-218,ok,UNSAT,50,218,100,1302,89,1,13.0200,0.001099
uuf50-0315.cnf,uuf50-218,ok,UNSAT,50,218,91,1099,78,1,12.0769,0.001108
uuf50-0316.cnf,uuf50-218,ok,UNSAT,50,218,72,843,64,1,11.7083,0.001111
uuf50-0317.cnf,uuf50-218,ok,UNSAT,50,218,42,417,34,1,9.9286,0.001071
uuf50-0318.cnf,uuf50-218,ok,UNSAT,50,218,59,660,51,1,11.1864,0.001086
uuf50-0319.cnf,uuf50-218,ok,UNSAT,50,218,56,666,48,1,11.8929,0.001112
uuf50-032.cnf,uuf50-218,ok,UNSAT,50,218,60,777,55,1,12.9500,0.001197
uuf50-0320.cnf,uuf50-218,ok,UNSAT,50,218,66,819,58,1,12.4091,0.001155
uuf50-0321.cnf,uuf50-218,ok,UNSAT,50,218,50,720,49,1,14.4000,0.001093
uuf50-0322.cnf,uuf50-218,ok,UNSAT,50,218,114,1376,99,1,12.0702,0.001293
uuf50-0323.cnf,uuf50-218,ok,UNSAT,50,218,80,1042,71,1,13.0250,0.001182
uuf50-0324.cnf,uuf50-218,ok,UNSAT,50,218,116,1458,103,2,12.5690,0.001186
uuf50-0325.cnf,uuf50-218,ok,UNSAT,50,218,66,779,59,1,11.8030,0.001101
uuf50-0326.cnf,uuf50-218,ok,UNSAT,50,218,98,1171,82,1,11.9490,0.001138
uuf50-0327.cnf,uuf50-218,ok,UNSAT,50,218,56,686,51,1,12.2500,0.001144
uuf50-0328.cnf,uuf50-218,ok,UNSAT,50,218,116,1414,106,2,12.1897,0.001123
uuf50-0329.cnf,uuf50-218,ok,UNSAT,50,218,108,1230,83,1,11.3889,0.001131
uuf50-033.cnf,uuf50-218,ok,UNSAT,50,218,51,727,51,1,14.2549,0.001093
uuf50-0330.cnf,uuf50-218,ok,UNSAT,50,218,54,674,49,1,12.4815,0.001081
uuf50-0331.cnf,uuf50-218,ok,UNSAT,50,218,97,1148,91,1,11.8351,0.001158
uuf50-0332.cnf,uuf50-218,ok,UNSAT,50,218,114,1448,105,2,12.7018,0.001168
uuf50-0333.cnf,uuf50-218,ok,UNSAT,50,218,87,1093,74,1,12.5632,0.001134
uuf50-0334.cnf,uuf50-218,ok,UNSAT,50,218,118,1231,99,1,10.4322,0.001143
uuf50-0335.cnf,uuf50-218,ok,UNSAT,50,218,44,697,43,1,15.8409,0.001084
uuf50-0336.cnf,uuf50-218,ok,UNSAT,50,218,87,1207,75,1,13.8736,0.001121
uuf50-0337.cnf,uuf50-218,ok,UNSAT,50,218,69,707,55,1,10.2464,0.001086
uuf50-0338.cnf,uuf50-218,ok,UNSAT,50,218,82,1021,71,1,12.4512,0.001129
uuf50-0339.cnf,uuf50-218,ok,UNSAT,50,218,83,832,74,1,10.0241,0.001127
uuf50-034.cnf,uuf50-218,ok,UNSAT,50,218,68,697,57,1,10.2500,0.001095
uuf50-0340.cnf,uuf50-218,ok,UNSAT,50,218,68,835,62,1,12.2794,0.001095
uuf50-0341.cnf,uuf50-218,ok,UNSAT,50,218,91,1214,83,1,13.3407,0.001119
uuf50-0342.cnf,uuf50-218,ok,UNSAT,50,218,84,953,73,1,11.3452,0.001108
uuf50-0343.cnf,uuf50-218,ok,UNSAT,50,218,85,1047,74,1,12.3176,0.001109
uuf50-0344.cnf,uuf50-218,ok,UNSAT,50,218,69,915,56,1,13.2609,0.001093
uuf50-0345.cnf,uuf50-218,ok,UNSAT,50,218,82,857,72,1,10.4512,0.001117
uuf50-0346.cnf,uuf50-218,ok,UNSAT,50,218,46,462,39,1,10.0435,0.001045
uuf50-0347.cnf,uuf50-218,ok,UNSAT,50,218,73,955,65,1,13.0822,0.00111
uuf50-0348.cnf,uuf50-218,ok,UNSAT,50,218,59,809,54,1,13.7119,0.001083
uuf50-0349.cnf,uuf50-218,ok,UNSAT,50,218,83,1058,74,1,12.7470,0.001128
uuf50-035.cnf,uuf50-218,ok,UNSAT,50,218,84,1039,72,1,12.3690,0.001155
uuf50-0350.cnf,uuf50-218,ok,UNSAT,50,218,83,1010,74,1,12.1687,0.001147
uuf50-0351.cnf,uuf50-218,ok,UNSAT,50,218,62,754,52,1,12.1613,0.001161
uuf50-0352.cnf,uuf50-218,ok,UNSAT,50,218,44,543,43,1,12.3409,0.001194
uuf50-0353.cnf,uuf50-218,ok,UNSAT,50,218,108,1534,102,1,14.2037,0.001167
uuf50-0354.cnf,uuf50-218,ok,UNSAT,50,218,82,944,70,1,11.5122,0.001137
uuf50-0355.cnf,uuf50-218,ok,UNSAT,50,218,127,1581,115,2,12.4488,0.001263
uuf50-0356.cnf,uuf50-218,ok,UNSAT,50,218,76,820,64,1,10.7895,0.001114
uuf50-0357.cnf,uuf50-218,ok,UNSAT,50,218,62,766,51,1,12.3548,0.001095
uuf50-0358.cnf,uuf50-218,ok,UNSAT,50,218,76,783,68,1,10.3026,0.001107
uuf50-0359.cnf,uuf50-218,ok,UNSAT,50,218,76,839,64,1,11.0395,0.001149
uuf50-036.cnf,uuf50-218,ok,UNSAT,50,218,61,743,55,1,12.1803,0.001082
uuf50-0360.cnf,uuf50-218,ok,UNSAT,50,218,55,545,46,1,9.9091,0.001074
uuf50-0361.cnf,uuf50-218,ok,UNSAT,50,218,60,597,45,1,9.9500,0.001104
uuf50-0362.cnf,uuf50-218,ok,UNSAT,50,218,64,907,60,1,14.1719,0.001191
uuf50-0363.cnf,uuf50-218,ok,UNSAT,50,218,88,1206,87,1,13.7045,0.001198
uuf50-0364.cnf,uuf50-218,ok,UNSAT,50,218,120,1318,105,2,10.9833,0.00115
uuf50-0365.cnf,uuf50-218,ok,UNSAT,50,218,89,1121,80,1,12.5955,0.001146
uuf50-0366.cnf,uuf50-218,ok,UNSAT,50,218,57,784,52,1,13.7544,0.001136
uuf50-0367.cnf,uuf50-218,ok,UNSAT,50,218,119,1302,100,1,10.9412,0.001288
uuf50-0368.cnf,uuf50-218,ok,UNSAT,50,218,61,780,54,1,12.7869,0.00116
uuf50-0369.cnf,uuf50-218,ok,UNSAT,50,218,70,831,59,1,11.8714,0.001177
uuf50-037.cnf,uuf50-218,ok,UNSAT,50,218,90,990,74,1,11.0000,0.001207
uuf50-0370.cnf,uuf50-218,ok,UNSAT,50,218,64,736,57,1,11.5000,0.001164
uuf50-0371.cnf,uuf50-218,ok,UNSAT,50,218,67,794,60,1,11.8507,0.001149
uuf50-0372.cnf,uuf50-218,ok,UNSAT,50,218,65,701,55,1,10.7846,0.001156
uuf50-0373.cnf,uuf50-218,ok,UNSAT,50,218,26,389,27,1,14.9615,0.001065
uuf50-0374.cnf,uuf50-218,ok,UNSAT,50,218,72,797,63,1,11.0694,0.001137
uuf50-0375.cnf,uuf50-218,ok,UNSAT,50,218,101,1031,82,1,10.2079,0.001122
uuf50-0376.cnf,uuf50-218,ok,UNSAT,50,218,72,718,60,1,9.9722,0.00114
uuf50-0377.cnf,uuf50-218,ok,UNSAT,50,218,59,848,48,1,14.3729,0.001122
uuf50-0378.cnf,uuf50-218,ok,UNSAT,50,218,61,655,55,1,10.7377,0.001155
uuf50-0379.cnf,uuf50-218,ok,UNSAT,50,218,43,557,42,1,12.9535,0.001165
uuf50-038.cnf,uuf50-218,ok,UNSAT,50,218,51,505,45,1,9.9020,0.001114
uuf50-0380.cnf,uuf50-218,ok,UNSAT,50,218,48,644,45,1,13.4167,0.001144
uuf50-0381.cnf,uuf50-218,ok,UNSAT,50,218,44,704,43,1,16.0000,0.001078
uuf50-0382.cnf,uuf50-218,ok,UNSAT,50,218,43,557,41,1,12.9535,0.001146
uuf50-0383.cnf,uuf50-218,ok,UNSAT,50,218,55,588,45,1,10.6909,0.001036
uuf50-0384.cnf,uuf50-218,ok,UNSAT,50,218,52,802,52,1,15.4231,0.001106
uuf50-0385.cnf,uuf50-218,ok,UNSAT,50,218,61,630,53,1,10.3279,0.001235
uuf50-0386.cnf,uuf50-218,ok,UNSAT,50,218,68,922,66,1,13.5588,0.00112
uuf50-0387.cnf,uuf50-218,ok,UNSAT,50,218,41,504,35,1,12.2927,0.001063
uuf50-0388.cnf,uuf50-218,ok,UNSAT,50,218,58,743,56,1,12.8103,0.001064
uuf50-0389.cnf,uuf50-218,ok,UNSAT,50,218,75,1092,69,1,14.5600,0.001115
uuf50-039.cnf,uuf50-218,ok,UNSAT,50,218,44,482,41,1,10.9545,0.001087
uuf50-0390.cnf,uuf50-218,ok,UNSAT,50,218,48,662,43,1,13.7917,0.001144
uuf50-0391.cnf,uuf50-218,ok,UNSAT,50,218,92,1218,82,1,13.2391,0.001152
uuf50-0392.cnf,uuf50-218,ok,UNSAT,50,218,54,588,49,1,10.8889,0.001075
uuf50-0393.cnf,uuf50-218,ok,UNSAT,50,218,46,664,43,1,14.4348,0.00107
uuf50-0394.cnf,uuf50-218,ok,UNSAT,50,218,71,791,66,1,11.1408,0.001111
uuf50-0395.cnf,uuf50-218,ok,UNSAT,50,218,57,731,53,1,12.8246,0.001094
uuf50-0396.cnf,uuf50-218,ok,UNSAT,50,218,72,905,69,1,12.5694,0.001103
uuf50-0397.cnf,uuf50-218,ok,UNSAT,50,218,67,586,51,1,8.7463,0.001077
uuf50-0398.cnf,uuf50-218,ok,UNSAT,50,218,103,1310,92,1,12.7184,0.001113
uuf50-0399.cnf,uuf50-218,ok,UNSAT,50,218,72,836,62,1,11.6111,0.001088
uuf50-04.cnf,uuf50-218,ok,UNSAT,50,218,94,1153,84,1,12.2660,0.001146
uuf50-040.cnf,uuf50-218,ok,UNSAT,50,218,64,743,58,1,11.6094,0.001092
uuf50-0400.cnf,uuf50-218,ok,UNSAT,50,218,65,846,63,1,13.0154,0.001116
uuf50-0401.cnf,uuf50-218,ok,UNSAT,50,218,97,1185,90,1,12.2165,0.001134
uuf50-0402.cnf,uuf50-218,ok,UNSAT,50,218,68,790,61,1,11.6176,0.001129
uuf50-0403.cnf,uuf50-218,ok,UNSAT,50,218,76,857,63,1,11.2763,0.001088
uuf50-0404.cnf,uuf50-218,ok,UNSAT,50,218,44,571,42,1,12.9773,0.001072
uuf50-0405.cnf,uuf50-218,ok,UNSAT,50,218,77,918,66,1,11.9221,0.0011
